"Data Source","World Development Indicators",

"Last Updated Date","2024-06-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bolivia","BOL","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1600000","1600000","1640000","1800000","1690000","1840000","1920000","1780000","2005000","2250000","2500000","2804000","7178601.88","15205383.6251944","17905865.0639759","18938481.8788307","22344051.6079534","24183112.9121731","24482350.0385278","10110622.5761646","6959047.87117802","5027557.36198646","2226026.9903085","1672884.9609416","1590560.8309416",
"Bolivia","BOL","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","1400000","1900000","2400000","1800000","2000000","3000000","3000000","3000000","3000000","2500000","2100000","3800000","3600000","3200000","3200000","3700000","3700000","3900000","4100000","4400000","4000000","5200000","5200000","4800000","5000000","5280000","5740000","7990000","9681000","11200000","14421000","16187000","17805000","18650000","19805000","20800500","42441212.0697189","50427298.1952335","68285439.4142988","83568649.6993847","99382292.8753314","93745643.0782737","81071369.8867118","76817706.7083166","37680170.5562172","28856775.0709294","25194145.0399611","18702907.1988392",
"Brazil","BRA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.6091997508653","12.7577247617512","14.7582206485491","12.5894529026096","11.1404999922466","11.8872133264759","11.9697168242237","12.3710552617293","14.485714883982","15.999958400192","14.3117190041583","14.7439120323979","14.0664586517771","11.3500476471567","9.00153466515671","9.04578247691606","",
"Brazil","BRA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9536332523","10794672124","8460823303","8821366143","9144341214","9470908285","9066226856","8794610139","9433008382","10375405524","10715074507","11062943508","9391878589","5944927304","6350114829","7651750559","",
"Brazil","BRA","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","335.9403","324.4342","313.34843","371.29267","450.26914","497.05356","526.26259","566.52684","606.16456","681.02727","754.57696","809.69231","863.93363","917.32864","969.90222","","","","","","","","","",
"Brazil","BRA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295.399658203125","337.668243408203","398.786346435547","423.769348144531","483.904205322266","509.993774414062","544.226989746094","556.047180175781","591.601379394531","626.438659667969","687.111022949219","738.616455078125","789.245910644531","839.210388183594","888.4638671875","","","","","","","","","",
"Brazil","BRA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","2149","2171","2116","2302","2062","1954","1855","2451","2338","2323","2389","2319","2100","2429","2269","2707","2611","2756","2491","2816","3179","3439","3481","3866","4044","4054","3956","4194","4280","4271","4228","4695","4798","4959","4659","4641","5200","5480","4980","5464","5280","4666","","",
"Brazil","BRA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","6228","6113","5562","4900","4657","4565","4413","4702","4546","4657","5148","4625","4374","4221","4228","4741","5446","13479","13546","14693","14104","14410","13204","12545","12669","14444","15886","17469","18890","18135","20771","23954","25637","25925","25683","25578","22810","20178","19877","19932","19058","19566","","",
"Brazil","BRA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7645.85","9303.48","10498.24","11423.81","12800.36","13914.7","16156.58","17622.42","19845.26","22310.98","28458.07","31032.13","35400.27","38335.13","41501.01","43983.61","47867.35","50027.41","51802.81","52882.71","55010.17","58114.05","61796.95","64376.69","70291.66","","","",
"Brazil","BRA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.04751002788544","1.06198000907898","1.0096800327301","0.999390006065369","0.963429987430573","1.00246000289917","0.988070011138916","1.08138000965118","1.12904000282288","1.11865997314453","1.15991997718811","1.13966000080109","1.12683999538422","1.19567000865936","1.26970994472504","1.37092995643616","1.28637003898621","1.11749994754791","1.16769003868103","1.21096003055573","1.14525997638702","","","",
"Brazil","BRA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","134000000","131000000","127000000","159000000","11000000","12000000","19000000","15000000","11000000","11000000","7000000","4000000","5000000","6000000","12000000","12000000","13000000","12000000","34000000","19000000","32000000","78000000","101999000","149640000","132772000","125190000","112092000","100258000","108116000","112695000","101660000","150307000","319410000","465444000","433807800","189605958.45","300800012.92","276418446.25","368127587.4","375097938.44","581080520.4","650833689.72","642157301.16","825475487.44","641114074.37","634291803.22","705261777.53","745138504.69","920942227.78",
"Brazil","BRA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","223000000","263000000","170000000","211000000","36000000","38000000","29000000","31000000","26000000","17000000","30000000","34000000","41000000","48000000","70000000","54000000","53000000","55000000","121000000","239000000","529000000","797000000","949591000","1478574000","1282515000","1414582000","1244319000","1228789000","1227928000","905010000","1404494000","1663677000","2259433000","2697171000","2512044100","3346848904.31","3865929486.76","4377895661.91","4761555280.06","6147326281.71","5517267028.88","5315108647.86","5402128503.78","5124101633.46","5246219107.55","4062060898.29","5222174070.59","7299729724.15","6311779786.57",
"Barbados","BRB","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6919130412289","20.3038221331687","17.1559663528192","17.0117402095809","",
"Barbados","BRB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29762993","25313814","19196509","18830530","",
"Barbados","BRB","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","2","","","","3","1","","","","","3","1","","","","","","29","73","","",
"Barbados","BRB","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","44","38","","","35","","","","","","","","","","","","","","","68","","85","93","121","80","76","44","109","84","79","88","71","36","39","38","45","41","","","31","","","","",
"Barbados","BRB","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.25","24.5","29.19","28.87","27.79","43.08","38","45.11","54.09","37.07","49.7","49.82","44.99","36.63","29.06","36.23","47.49","41.83","44.89","54.38","54.32","50.16","41.69","49.47","67.79","","","",
"Barbados","BRB","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Barbados","BRB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","11688.8947433487","12878.5131374745","11500","6000","19000","234500","350000","400000","450000","650000","700000","2350000","3850000","150000","650000","350000","600000","250000","100000","400000","350000","50000","3500000","12125000","10600000","10450000","12750000","12800000","16500000","850000","2305743.605","1701685.19","4187321.57","393011","3886373","2524058.82","3431865.74","10242263.9362","6945565.7712","33550842.1562","24490204.415","17892108.845","14370402.5816667","14000000","","","","","","",
"Barbados","BRB","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","584444.737167434","742991.142546604","614000","907500","2096500","2572000","2050000","2200000","2150000","4700000","6400000","5400000","7700000","15450000","5500000","6550000","4000000","2700000","7250000","10150000","12950000","14650000","17800000","20650000","22200000","22600000","23700000","24300000","24600000","24950000","25014134.7321039","19056795.1191483","34399126.815","25952719.085","31817107.51","36771831.54","19151125.025","12675726.997","9472731.572","12725656.342","13883612.02636","17259500.78","13411945.39","14559781.96","","","","","","",
"Brunei Darussalam","BRN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.1303339214953","27.0264366284939","20.8596845724567","13.7923392215239","16.2873494784022","8.56011236822409","19.0887074426886","13.5766744202278","29.8490091403255","0.04242971199202","8.09359092998867","1.3389571330315","1.35935651232841","1.04423785364427","",
"Brunei Darussalam","BRN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45458707","108137935","111996858","70719219","56850708","61144896","79866870","75587694","159191931","115050","47339563","15965131","30887563","28422229","",
"Brunei Darussalam","BRN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","287.68115234375","279.365447998047","285.199310302734","","","","","","","","","","","","","","","","","","513.563598632812","",
"Brunei Darussalam","BRN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","20","26","","16","8","26","8","5","2","","",
"Brunei Darussalam","BRN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88","41","42","21","42","32","34","21","21","21","43","31","26","41","64","75","42","","","11","15","91","","73","99","95","133","115","137","","",
"Brunei Darussalam","BRN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.91","26.68","41.61","37.16","38.26","32","24.27","36.66","36.67","34.48","41.16","43.31","50.09","50.68","56.82","79.94","114.89","121.77","182.85","171.32","218.41","198.45","288.21","221.81","286.84","","","",
"Brunei Darussalam","BRN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0159200001507998","0.0184199996292591","0.0370099991559982","","","","","","","","","","","","","","0.277630001306534","","","","","",
"Brunei Darussalam","BRN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2121366.48731321","2355730.66739933","2698279.78788191","3380810.30399013","3657500.95169837","5544929.7272497","6640964.03876029","7252228.19292163","7578254.52987923","","","","","","13635732.6489677","37774081.5931151","17254031.091233","19706483.61412","18703446.2658263","12307985.3763879","13581563.7981342","6142326.19781309","",
"Bhutan","BTN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7514397285943","0.126757285150394","0.215969979129734","0.137310610162976","8.75610659565705E-05","0.0230326501174942","","","","","","","","","","","",
"Bhutan","BTN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1941520","9525","439945","394616","272","58575","","","","","","","","","","","",
"Bhutan","BTN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","","1","4","","1","1","","","","",
"Bhutan","BTN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","4","","7","1","3","9","17","6","7","","",
"Bhutan","BTN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.46","3.17","2.6","0.96","1.08","1","6.23","3.66","9.36","5.98","17.38","8.58","6.64","11.55","18.79","17.09","16.22","27.2","28.36","25.15","40.99","46.05","52.33","53.63","79.66","","","",
"Bhutan","BTN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201162.046086225","101334.856509624","159089.583753271","14727.1271661905","13001.220638673","12422.5004219218","14886.9949661617","15779.2501858982","6408.72069580119","13088.2197708661","37225.3359184749","22012.5173364755","11086.6624815688","4857.50117943542","13543.065452057","9571.55316195191","8051.72860802287","8706.27545798942",
"Bhutan","BTN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4023.2409217245","93074.323391504","126846.971458892","369573.584566049","167599.442821085","221228.143512795","65332.2277367291","39214.8974087933","665037.980504232","486417.029789409","355875.60138638","279474.154176111","304211.000205981","221116.831229535","102284.292322318","19896.2297530949","11156.7094092609","7609.34003706071",
"Botswana","BWA","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.387929655267001","0.245708138002996","0.688778299762784","0.420664199552312","0.955633273079018","0.610436318130109","0.364960099971669","0.405596186223436","0.330580201987883","0.4996733802621","",
"Botswana","BWA","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26069812","18356854","37475913","28743102","53702268","39427298","18648578","16833575","23414150","38743818","",
"Botswana","BWA","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.56481","125.088","","","","","","","","","","",
"Botswana","BWA","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163.216323852539","173.949310302734","","","","","","","","","","",
"Botswana","BWA","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","8","4","3","1","3","","2","2","3","","",
"Botswana","BWA","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","18","34","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","9","1","5","5","6","4","3","","2","","","",
"Botswana","BWA","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.49","73.06","87.79","88.82","111.88","102.48","121.09","124.09","133.42","123.28","181.31","151.12","164.51","161.66","151.72","164.28","150.69","166.82","193.63","163.74","207.65","232.26","289.75","304.12","329.26","","","",
"Botswana","BWA","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.532859981060028","","","","","","","0.26758998632431","0.560999989509583","","","","","","","","","","",
"Botswana","BWA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49466.8300171319","47399.542594414","41269.8740237095","37248.8658185969","36072.3466985385","","104909.566857707","172745.085047375","21624.449164461","","5135.74047391472","459876.075776831","3367903.56252946","5400703.0501012","461230.273122588","317307.857228616","233065.673414997","485552.28274283","85757.0647034204","130345.972205414","13970.0054564187","155416.282126983","93701.3146815048","187463.384940598","121558.669817215","589496.983880052","493884.410060117","292347.141445276","1322084.67670728","780308.595214108","479542.680520274","529483.270505927","",
"Botswana","BWA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","120750.051162702","","","","","","","","","","","","7847496.97544389","5837085.94202157","10475298.9133655","9120642.15923981","2085936.48584143","5843720.16516324","","3273561.96740591","8524141.71722813","6400836.95268046","5776676.59149818","8682825.22789848","8440543.37018575","11905852.2459425","11035756.1339346","12310548.6881321","7340960.1564242","11367325.8832772","6546861.08164933","9290536.30456044","11408304.9835673","11216663.1342854","11888549.4187593","20994876.180708","127632114.029994","86026438.148339","113707028.950699","111686618.795218","109630583.524729","28003854.8215711","109957562.403217","106508551.428383","117601953.094588","",
"Central African Republic","CAF","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.6292713819246","0.0325346246358526","1.41330699942136","0.289135277016258","","5.26842789146861","11.77186175421","22.0763616198396","29.0193180633593","95.6179350728442","0.67083835551212","7.66912447024762","37.2974046773952","",
"Central African Republic","CAF","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","632110","1394","134458","10012","","4091308","6613251","35462286","8173212","88772322","106849","878109","16373796","",
"Central African Republic","CAF","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.37","10.34","13.89","9.82","6.13","6.87","3.72","10.41","10.4","8.36","13.25","8.41","10.14","11.05","14.24","14.1","10.58","12.59","17.22","12.31","27.42","18.62","21.88","16.99","17.32","","","",
"Central African Republic","CAF","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central African Republic","CAF","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Canada","CAN","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.7662901686121","15.1806044782674","17.8697671747598","15.499592108572","14.7112977474608","15.6152845157552","15.4918423383053","14.6652465341592","14.8280476590736","14.0988772228519","14.3483562041087","15.421878947262","16.10018141023","15.3341541348578","15.0470586350827","13.6695585515572","",
"Canada","CAN","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30526426800","30127811741","25642281363","26566354162","27498833323","33106176422","32177506045","28785442620","28241567521","26201901348","26937505963","30479680520","31536892938","25573108194","29239719472","30335008047","",
"Canada","CAN","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1127.03531","1107.84671","1104.6539","1118.78502","1240.66709","1312.82073","1367.61949","1463.09482","1621.85129","1642.34836","1761.07271","1982.64275","1960.24685","1789.24417","1520.7527","1555.04655","1369.90891","1378.32254","1352.97622","1455.58808","1247.83745","1268.37307","","","","","","",
"Canada","CAN","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3073.51391601562","3132.5400390625","3171.7197265625","3258.94189453125","3534.27416992188","3713.39404296875","3720.42211914062","3915.01049804688","4104.826171875","4263.78369140625","4345.23291015625","4628.8720703125","4758.97998046875","4496.95947265625","4696.43896484375","4835.43359375","4683.61279296875","4678.26171875","4595.6376953125","4582.37939453125","4428.1728515625","4467.15625","4758.1025390625","4894.20751953125","5076.244140625","","","",
"Canada","CAN","Patent applications, residents","IP.PAT.RESD","","","","","","","","","","","","","","","","","","","","","1648","2164","2000","2017","2026","2092","2161","2527","2772","3031","2549","2182","2807","3623","2480","2431","2583","3344","3809","4061","4187","3963","3959","3929","5231","5183","5522","4998","5061","5067","4550","4754","4709","4567","4198","4277","4078","4053","4349","4238","4452","4710","","",
"Canada","CAN","Patent applications, nonresidents","IP.PAT.NRES","","","","","","","","","","","","","","","","","","","","","22699","23267","23883","23690","24709","25482","25596","26598","28869","32060","24375","21097","22950","23307","24683","24161","24987","25238","30163","33189","35435","35753","35782","33299","32970","34705","36516","35133","37028","32410","30899","30357","30533","30174","31283","32687","30667","30969","31812","32250","30113","32445","","",
"Canada","CAN","Scientific and technical journal articles","IP.JRN.ARTC.SC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34829.82","34295.03","33117.69","32493.5","34252.57","33653.44","36459.85","38304.38","42219.28","47311.56","50105.47","51515.11","53341.54","55418.16","56445.35","57416.69","59356.98","59601.41","60186.35","60544.98","60405.13","60547.79","62057.65","62742.71","65821.57","","","",
"Canada","CAN","Research and development expenditure (% of GDP)","GB.XPD.RSDV.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.60681998729706","1.61386001110077","1.71051001548767","1.74985003471375","1.85847997665405","2.02116990089417","1.97170996665955","1.96781003475189","1.99733996391296","1.97126996517181","1.94304001331329","1.90357995033264","1.85578000545502","1.9174200296402","1.82527995109558","1.78714001178741","1.77232003211975","1.70539999008179","1.71416997909546","1.69324004650116","1.72903001308441","1.68701994419098","1.73720002174377","1.75573003292084","1.89484000205994","1.69727003574371","1.55182003974915","",
"Canada","CAN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","37516792.8237072","32395938.2376613","41357116.8874929","36279243.0028062","49066742.8158129","56335106.4303173","70071810.3575791","105070212.919926","122561166.720526","234647916.050484","344305753.429976","445988895.453393","519221992.17516","607169306.482398","734308254.840363","877095726.661565","1163006889.42283","1532420477.71569","1648658125.62898","2323901618.03455","2532923681.99301","2575964575.85232","3005417256.13447","3183299993.32432","2873468638.59557","3359028697.79946","3835550664.31666","4129666783.75991","3604954463.00577","2813939869.12986","3348091955.20745","3931432400.06199","4569255358.03211","4763593321.23952","4087280234.12164","4514595456.95755","4887062281.53504","6317995390.69011","6932744929.81551","7338933476.60029","7580423429.03515","6912206983.88424","7617444599.81563",
"Canada","CAN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","595526016.734138","676790445.09814","718907414.137022","798410513.992925","797907068.573354","936850027.506658","980475172.129238","1303288288.41248","1446481739.64794","1663737468.54888","1788570110.75845","1712795352.63549","1685650280.80922","1763749602.37337","1882422401.27653","1950307886.66199","2287741105.57819","2592204790.23776","3212822610.21679","3563235578.78983","3543578555.33442","4479912200.99993","5454962204.47995","6456200016.4427","6959129029.20451","7083070776.64","8162785541.73677","8923454841.05939","8922065282.94892","9731280814.35961","10411408151.0838","10901911780.597","11801326421.0447","11712157364.1799","10732654496.0011","11567469044.0284","11833542181.4764","12724585775.6879","13588255248.9897","13878959172.3983","15602360758.5403","15151615882.4204","16638130551.5723",
"Central Europe and the Baltics","CEB","High-technology exports (% of manufactured exports)","TX.VAL.TECH.MF.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.9240075229425","11.3316827068188","12.9290459308136","13.2541068644004","12.954617831339","12.6263064955752","12.4636202564893","12.617703542203","13.1369517716531","13.1087609912497","12.9709229422645","13.1331282502657","13.1602150246087","13.7456104862648","12.7054885506554","13.4203915998067","",
"Central Europe and the Baltics","CEB","High-technology exports (current US$)","TX.VAL.TECH.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50135748871","61064567989","54215156153","65072243289","78183908774","72095352662","76525611615","82021902578","76746054865","79830463744","89480832310","102849355486","102072322817","104976997571","115525629701","127366977637","",
"Central Europe and the Baltics","CEB","Technicians in R&D (per million people)","SP.POP.TECH.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","602.472825605382","542.938521549583","517.488814497094","482.689820451328","442.505273845316","427.243722221557","422.686157133652","404.137838370974","409.384289650409","439.855143122603","465.964909519298","461.939186458459","455.357179845671","462.804699088899","494.422068899859","559.531833365996","619.857365674651","623.426821841101","639.586102559479","654.00914681074","625.667737037652","656.775709300417","","","","","","",
"Central Europe and the Baltics","CEB","Researchers in R&D (per million people)","SP.POP.SCIE.RD.P6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1406.50054244135","1395.19635982691","1402.90842649098","1378.04644493063","1370.47464122481","1380.90952543085","1402.00142444699","1415.21651476758","1484.52291277232","1604.13372067887","1610.83847619062","1674.81443649722","1740.52699099582","1756.52584703452","1826.91541527136","1841.12389161918","1913.13366418301","1987.92200081291","2094.26345133305","2133.43436555572","2226.46538047945","2546.17617547358","2727.72172589601","2825.48359738315","2940.22938139938","3136.16148607779","","",
